,Account Number,Balance Date,Balance,Transaction Value
1,95723006,2023-02-01,861.2,
1,95743658,2023-02-01,645.08,58.18
1,95759022,2023-02-01,154.41,76.39
1,95868007,2023-02-01,885.17,-89.15
1,95898143,2023-02-01,197.65,
1,95993993,2023-02-01,95.41,
1,96050548,2023-02-01,299.46,
1,96051784,2023-02-01,133.59,111.89
1,96121732,2023-02-01,1611.3,-17.0
1,96153427,2023-02-01,108.41,84.08
1,96197628,2023-02-01,829.37,
1,96200049,2023-02-01,1020.81,61.23
1,96208050,2023-02-01,105.75999999999999,-188.17000000000002
1,96224831,2023-02-01,926.76,
1,96227490,2023-02-01,242.11,
1,96236719,2023-02-01,999.32,
1,96278865,2023-02-01,930.45,
1,96281358,2023-02-01,463.07,
1,96291927,2023-02-01,306.62,79.4
1,96319450,2023-02-01,965.61,186.45
1,96367781,2023-02-01,880.44,
1,96367914,2023-02-01,528.67,
1,96401230,2023-02-01,1684.84,1663.4
1,96510893,2023-02-01,396.83,
1,96605778,2023-02-01,-42.26,-112.98
1,96649120,2023-02-01,307.91,
1,96689242,2023-02-01,941.92,45.7
1,96719450,2023-02-01,633.74,
1,96756719,2023-02-01,601.68,
1,96837696,2023-02-01,889.9,
1,96847078,2023-02-01,518.42,105.94
1,96948178,2023-02-01,217.26,
1,97010482,2023-02-01,626.16,83.77
1,97036090,2023-02-01,349.78,
1,97048058,2023-02-01,977.42,
1,97098684,2023-02-01,462.95,-0.96
1,97187999,2023-02-01,214.31,43.65
1,97258853,2023-02-01,454.82,106.33
1,97265555,2023-02-01,210.49,137.25
1,97294152,2023-02-01,5928.79,1318.88
1,97305293,2023-02-01,241.02,
1,97328154,2023-02-01,535.51,
1,97405607,2023-02-01,981.02,
1,97426293,2023-02-01,771.74,
1,97439311,2023-02-01,196.91,
1,97445899,2023-02-01,-278.28,-473.7
1,97487639,2023-02-01,908.8499999999999,-9.519999999999996
1,97501557,2023-02-01,572.14,
1,97521278,2023-02-01,833.78,
1,97526378,2023-02-01,540.88,
1,97541080,2023-02-01,677.34,
1,97542348,2023-02-01,1810.4,175.3
1,97555037,2023-02-01,405.29,
1,97558121,2023-02-01,699.28,
1,97571696,2023-02-01,1983.92,1361.0
1,97581232,2023-02-01,608.89,
1,97624673,2023-02-01,481.09,
1,97738591,2023-02-01,254.4,
1,97762952,2023-02-01,372.96,-38.91
1,97773835,2023-02-01,165.51,
1,97843608,2023-02-01,19.05,
1,97844854,2023-02-01,547.15,
1,97870414,2023-02-01,403.03999999999996,-1074.1100000000001
1,97913385,2023-02-01,1244.05,148.81
1,97935683,2023-02-01,40.96,
1,97939041,2023-02-01,320.97,
1,97944124,2023-02-01,258.19,
1,97954732,2023-02-01,506.16,
1,97970258,2023-02-01,457.37,-125.03
1,97983552,2023-02-01,1255.02,670.1
1,97985291,2023-02-01,234.19,
1,97988499,2023-02-01,246.91,-97.37
1,98043237,2023-02-01,491.59,
1,98070849,2023-02-01,4915.42,213.59
1,98107200,2023-02-01,325.82,
1,98112233,2023-02-01,68.76,-54.5
1,98119030,2023-02-01,179.3,
1,98138904,2023-02-01,885.18,
1,98156945,2023-02-01,449.81,
1,98159348,2023-02-01,703.62,
1,98221133,2023-02-01,694.44,97.92
1,98237008,2023-02-01,437.26,
1,98336782,2023-02-01,266.46,
1,98353764,2023-02-01,763.6,
1,98372749,2023-02-01,488.18999999999994,85.33
1,98377332,2023-02-01,343.09,
1,98459176,2023-02-01,-61.61,-229.8
1,98517701,2023-02-01,277.91,
1,98568929,2023-02-01,396.03,
1,98575383,2023-02-01,785.13,-152.59
1,98596312,2023-02-01,768.92,
1,98611122,2023-02-01,1130.42,-72.22999999999999
1,98620342,2023-02-01,976.13,
1,98671410,2023-02-01,262.01,-129.26999999999998
1,98717357,2023-02-01,183.63,
1,98776498,2023-02-01,79.4,
1,98821521,2023-02-01,851.8,-54.71
1,98849007,2023-02-01,62.71,4.45
1,98882065,2023-02-01,1371.13,16.960000000000008
1,98882225,2023-02-01,881.65,
1,98886699,2023-02-01,453.17,152.86
1,98931016,2023-02-01,561.33,
1,98940578,2023-02-01,59.28,
1,99000939,2023-02-01,155.29,
1,99015119,2023-02-01,443.55,
1,99244906,2023-02-01,876.68,-88.65
1,99261094,2023-02-01,356.3,-119.5
1,99296816,2023-02-01,568.42,-246.14
1,99481977,2023-02-01,1054.1,114.04
1,99496896,2023-02-01,431.32,
1,99514298,2023-02-01,81.64,-73.14
1,99553778,2023-02-01,621.65,
1,99611232,2023-02-01,729.98,-119.74
1,99657974,2023-02-01,148.85,-114.47
1,99678854,2023-02-01,664.0,
1,99685765,2023-02-01,43.01,
1,99709741,2023-02-01,98.23,
1,99729369,2023-02-01,-443.39,-1194.4
1,99730589,2023-02-01,988.44,
1,99734848,2023-02-01,354.29,
1,99760030,2023-02-01,988.0,
1,99791709,2023-02-01,15.05,
1,99877007,2023-02-01,478.84,-103.16
1,99937043,2023-02-01,989.64,71.22
