,id,first_name,last_name,Ticker,Sector,Market,Stock Name,Market Cap,Purchase Price,Month,Purchase Price Category,Market Cap Category,Rank
10198,199,Daryle,Stoile,OLD,,NASDAQ,The Long-Term Care ETF,2700000.0,24207.47,9,Low,Small,2
10082,83,Claudine,Blackaller,LRAD,Consumer Non-Durables,NASDAQ,LRAD Corporation,51200000.0,22730.57,9,Low,Small,3
10472,473,Ethan,Hilhouse,IRMD,Health Care,NASDAQ,iRadimed Corporation,92990000.0,22445.24,9,Low,Small,4
10454,455,Nero,Spennock,AEY,Consumer Services,NASDAQ,"ADDvantage Technologies Group, Inc.",16610000.0,21828.43,9,Low,Small,5
806,807,Umeko,McElrath,PANL,Transportation,NASDAQ,Pangaea Logistics Solutions Ltd.,99120000.0,24824.84,10,Low,Small,1
793,794,Brocky,McKag,INOD,Technology,NASDAQ,Innodata Inc.,41400000.0,24206.09,10,Low,Small,2
868,869,Lorena,Schuh,SOHO,Consumer Services,NASDAQ,Sotherly Hotels Inc.,91070000.0,23897.84,10,Low,Small,3
446,447,Agustin,Smickle,ZSAN,Health Care,NASDAQ,Zosano Pharma Corporation,52530000.0,23682.55,10,Low,Small,4
994,995,Isiahi,Abbot,CPHC,Consumer Services,NASDAQ,Canterbury Park Holding Corporation,47650000.0,23553.0,10,Low,Small,5
1928,929,Viva,Dobkin,FNCX,Technology,NASDAQ,Function(x) Inc.,14240000.0,23591.52,11,Low,Small,1
1270,271,Quillan,Artus,CALI,Consumer Services,NASDAQ,China Auto Logistics Inc.,8189999.999999999,21765.54,11,Low,Small,2
1375,376,Llywellyn,Bortolotti,RWLK,Health Care,NASDAQ,ReWalk Robotics Ltd,20840000.0,21107.4,11,Low,Small,3
1287,288,Rozalin,Monsey,WILC,Consumer Non-Durables,NASDAQ,"G. Willi-Food International,  Ltd.",92420000.0,21023.5,11,Low,Small,4
1158,159,Osborne,Bigadike,MSDI,Technology,NASDAQ,"Monster Digital, Inc.",4110000.0000000005,20964.05,11,Low,Small,5
2120,121,Hank,Gubbin,SBOT,Health Care,NASDAQ,"Stellar Biotechnologies, Inc.",11350000.0,24673.59,12,Low,Small,1
2441,442,D'arcy,Ouldcott,FKU,,NASDAQ,First Trust United Kingdom AlphaDEX Fund,27490000.0,23513.72,12,Low,Small,2
2171,172,Colan,Fick,CREG,Miscellaneous,NASDAQ,China Recycling Energy Corporation,11630000.0,22532.76,12,Low,Small,3
2712,713,Madelene,Butt Gow,MTR,Energy,NYSE,Mesa Royalty Trust,22460000.0,21851.41,12,Low,Small,4
2300,301,Colver,Gilardi,SSNT,Miscellaneous,NASDAQ,"SilverSun Technologies, Inc.",16120000.000000002,21532.2,12,Low,Small,5
11153,154,Sherline,Vowels,IZEA,Consumer Services,NASDAQ,IZEA Inc.,12380000.0,48496.19,1,Medium,Small,1
11924,925,Berny,McGerr,CWAY,Finance,NASDAQ,"Coastway Bancorp, Inc.",91140000.0,47391.07,1,Medium,Small,2
11627,628,Atalanta,Pascall,HIHO,Capital Goods,NASDAQ,Highway Holdings Limited,12900000.0,45683.5,1,Medium,Small,3
11294,295,Normie,Simms,EGT,Consumer Durables,NASDAQ,Entertainment Gaming Asia Incorporated,33920000.0,43712.69,1,Medium,Small,4
11682,683,Hercules,Tinner,LPTX,Health Care,NASDAQ,"LEAP THERAPEUTICS, INC.",54950000.0,43500.13,1,Medium,Small,5
3392,393,Drona,Rusbridge,ARCI,Consumer Services,NASDAQ,"Appliance Recycling Centers of America, Inc.",4390000.0,49738.01,2,Medium,Small,1
3830,831,Deonne,Podbury,AKER,Health Care,NASDAQ,Akers Biosciences Inc,11120000.0,49686.26,2,Medium,Small,2
3684,685,Loy,Matijasevic,BONT,Consumer Services,NASDAQ,"The Bon-Ton Stores, Inc.",10540000.0,49262.09,2,Medium,Small,3
3122,123,Somerset,Hugk,CVO,Consumer Durables,NYSE,Cenveo Inc,52170000.0,48871.85,2,Medium,Small,4
3210,211,Gina,House,MNI,Consumer Services,NYSE,McClatchy Company (The),85510000.0,48567.77,2,Medium,Small,5
4965,966,Dalenna,Armand,SBOT,Health Care,NASDAQ,"Stellar Biotechnologies, Inc.",11350000.0,49483.58,3,Medium,Small,1
4976,977,Wendeline,Trathan,ARCW,Capital Goods,NASDAQ,"ARC Group Worldwide, Inc.",61780000.0,48341.36,3,Medium,Small,2
4867,868,Karrah,Tavener,TUTT,,NASDAQ,Tuttle Tactical Management U.S. Core ETF,54070000.0,47968.81,3,Medium,Small,3
4726,727,De witt,Hazel,RMCF,Consumer Non-Durables,NASDAQ,"Rocky Mountain Chocolate Factory, Inc.",68380000.0,47373.07,3,Medium,Small,4
4855,856,Omero,Tasseler,STRM,Technology,NASDAQ,"Streamline Health Solutions, Inc.",21440000.0,46658.42,3,Medium,Small,5
5481,482,Adrianna,Headley,DWAT,,NASDAQ,Arrow DWA Tactical ETF,8670000.0,49905.45,4,Medium,Small,1
5904,905,Wesley,Went,NTIC,Capital Goods,NASDAQ,Northern Technologies International Corporation,73300000.0,49660.59,4,Medium,Small,2
5737,738,Chrysa,Scini,CADC,Basic Industries,NASDAQ,"China Advanced Construction Materials Group, Inc.",5730000.0,49544.4,4,Medium,Small,3
5088,89,Sonia,Mapstone,DGLD,Finance,NASDAQ,VelocityShares 3x Inverse Gold ETN,18660000.0,48531.32,4,Medium,Small,4
5639,640,Bellanca,Martinyuk,HBIO,Capital Goods,NASDAQ,"Harvard Bioscience, Inc.",86550000.0,48320.17,4,Medium,Small,5
6644,645,Giulia,Rosi,MARK,Consumer Services,NASDAQ,"Remark Holdings, Inc.",57310000.0,48745.09,5,Medium,Small,1
6437,438,Opaline,Antos,WYIGU,Finance,NASDAQ,JM Global Holding Company,67860000.0,48225.7,5,Medium,Small,2
6972,973,Christye,McGarvie,FTXL,,NASDAQ,First Trust Nasdaq Semiconductor ETF,21580000.0,47878.22,5,Medium,Small,3
6920,921,Skip,Allix,AXR,Consumer Services,NYSE,AMREP Corporation,56380000.0,47057.47,5,Medium,Small,4
6217,218,Haleigh,Pretty,PTIE,Health Care,NASDAQ,"Pain Therapeutics, Inc.",27030000.0,46914.07,5,Medium,Small,5
7079,80,Courtney,Mayo,DAVE,Consumer Services,NASDAQ,"Famous Dave's of America, Inc.",24350000.0,49427.98,6,Medium,Small,1
7734,735,Langsdon,Cortese,HOS,Consumer Services,NYSE,Hornbeck Offshore Services,97070000.0,48689.45,6,Medium,Small,2
7693,694,Jerrylee,Andrini,SRET,,NASDAQ,Global X SuperDividend REIT ETF,3090000.0,47654.27,6,Medium,Small,3
7368,369,Jorge,Spacy,FBZ,,NASDAQ,First Trust Brazil AlphaDEX Fund,25390000.0,47325.13,6,Medium,Small,4
7742,743,Kristine,Sabater,PRAN,Health Care,NASDAQ,Prana Biotechnology Ltd,18770000.0,47041.11,6,Medium,Small,5
8463,464,Rosamund,Goosey,SEED,Consumer Non-Durables,NASDAQ,Origin Agritech Limited,32450000.000000004,48603.15,7,Medium,Small,1
8773,774,Danica,Lavallin,MBRX,Health Care,NASDAQ,"Moleculin Biotech, Inc.",14380000.0,48281.66,7,Medium,Small,2
8577,578,Glyn,Goude,GNVC,Health Care,NASDAQ,"GenVec, Inc.",16350000.000000002,46929.79,7,Medium,Small,3
8987,988,Sander,Degoe,YTEN,Basic Industries,NASDAQ,"Yield10 Bioscience, Inc.",1440000.0,46925.56,7,Medium,Small,4
8193,194,Jolene,Hartil,ICAD,Health Care,NASDAQ,icad inc.,68610000.0,45976.56,7,Medium,Small,5
9413,414,Phillip,Norwell,PSL,,NASDAQ,PowerShares DWA Consumer Staples Momentum Portfolio,78330000.0,49205.79,8,Medium,Small,1
9400,401,Benedetta,Bartomeu,KOSS,Consumer Non-Durables,NASDAQ,Koss Corporation,14100000.0,47984.29,8,Medium,Small,2
9242,243,Avigdor,Ramsby,PFI,,NASDAQ,PowerShares DWA Financial Momentum Portfolio,78450000.0,47030.96,8,Medium,Small,3
9080,81,Sapphira,Camp,AEHR,Capital Goods,NASDAQ,Aehr Test Systems,79320000.0,46857.85,8,Medium,Small,4
9772,773,Sly,Fargher,TGA,Energy,NASDAQ,Transglobe Energy Corp,92420000.0,45874.74,8,Medium,Small,5
10721,722,Kora,Furmedge,XOMA,Health Care,NASDAQ,XOMA Corporation,48400000.0,49899.45,9,Medium,Small,1
10545,546,Constantine,Maso,BIOP,Health Care,NASDAQ,"Bioptix, Inc",19420000.0,48518.18,9,Medium,Small,2
10370,371,Mignonne,Daws,AIRT,Transportation,NASDAQ,"Air T, Inc.",38810000.0,46681.4,9,Medium,Small,3
10552,553,Thaddeus,Kryszkiecicz,SRTS,Health Care,NASDAQ,"Sensus Healthcare, Inc.",52750000.0,45440.72,9,Medium,Small,4
10969,970,Anet,Lyard,FKO,,NASDAQ,First Trust South Korea AlphaDEX Fund,5410000.0,45330.21,9,Medium,Small,5
894,895,Anthea,Element,APDN,Consumer Services,NASDAQ,Applied DNA Sciences Inc,26320000.0,48801.46,10,Medium,Small,1
804,805,Kathrine,Tison,FFHL,Capital Goods,NASDAQ,"Fuwei Films (Holdings) Co., Ltd.",10060000.0,48363.57,10,Medium,Small,2
638,639,Gearard,Jansky,TPIV,Health Care,NASDAQ,TapImmune Inc.,33540000.0,47228.81,10,Medium,Small,3
437,438,Frank,Waterhowse,CHEK,Health Care,NASDAQ,Check-Cap Ltd.,29390000.0,46787.55,10,Medium,Small,4
778,779,Stacy,Donhardt,PNBK,Finance,NASDAQ,Patriot National Bancorp Inc.,60360000.0,45652.92,10,Medium,Small,5
1808,809,Renaud,Hardeman,OLD,,NASDAQ,The Long-Term Care ETF,2700000.0,49686.71,11,Medium,Small,1
1216,217,Ariana,Sulman,PN,Finance,NYSE,"Patriot National, Inc.",64459999.99999999,49231.68,11,Medium,Small,2
1147,148,Sylvester,Chapleo,OCRX,Health Care,NASDAQ,"Ocera Therapeutics, Inc.",25450000.0,48633.57,11,Medium,Small,3
1449,450,Lynnea,O'Hear,IFEU,,NASDAQ,iShares FTSE EPRA/NAREIT Europe Index Fund,42370000.0,47671.06,11,Medium,Small,4
1874,875,Tally,Laity,SOHO,Consumer Services,NASDAQ,Sotherly Hotels Inc.,91070000.0,47631.42,11,Medium,Small,5
2288,289,Cletis,Leel,LINC,Consumer Services,NASDAQ,Lincoln Educational Services Corporation,80580000.0,49548.7,12,Medium,Small,1
2514,515,Inness,Trunkfield,SGBX,,NASDAQ,"SG Blocks, Inc.",87854.2,48687.87,12,Medium,Small,2
2426,427,Valina,Shelliday,CNTF,,NASDAQ,China TechFaith Wireless Communication Technology Limited,33670000.0,47599.22,12,Medium,Small,3
2259,260,Chloe,Venny,LBF,,NYSE,"Scudder Global High Income Fund, Inc.",56460000.0,46592.33,12,Medium,Small,4
2841,842,Ulberto,Almon,MTBC,Technology,NASDAQ,"Medical Transcription Billing, Corp.",19070000.0,46529.94,12,Medium,Small,5
11430,431,Morley,Bogey,FCAN,,NASDAQ,First Trust Canada AlphaDEX Fund,5610000.0,99610.74,1,Very Large,Small,1
11793,794,Merrick,Seel,EPIX,Health Care,NASDAQ,ESSA Pharma Inc.,19790000.0,98758.62,1,Very Large,Small,2
11160,161,Rudiger,Mathieson,FLKS,Health Care,NASDAQ,"Flex Pharma, Inc.",64330000.0,96663.47,1,Very Large,Small,3
11357,358,Sarajane,Brunelleschi,ELTK,Technology,NASDAQ,Eltek Ltd.,6800000.0,96189.86,1,Very Large,Small,4
11727,728,Cassandre,Gravells,MN,Finance,NYSE,"Manning & Napier, Inc.",63230000.0,95514.58,1,Very Large,Small,5
3405,406,Phedra,Bleckly,OBCI,Consumer Durables,NASDAQ,"Ocean Bio-Chem, Inc.",37260000.0,99288.11,2,Very Large,Small,1
3875,876,Allison,Pash,STLR,Finance,NASDAQ,Stellar Acquisition III Inc.,90190000.0,99129.78,2,Very Large,Small,2
3363,364,Todd,Barrowcliff,FLGT,Health Care,NASDAQ,"Fulgent Genetics, Inc.",92710000.0,98714.61,2,Very Large,Small,3
3038,39,Giacopo,Raitie,MTGEP,Consumer Services,NASDAQ,MTGE Investment Corp.,52000000.0,97624.85,2,Very Large,Small,4
3322,323,Auria,Smissen,LGCYP,Energy,NASDAQ,Legacy Reserves LP,13080000.0,95959.91,2,Very Large,Small,5
4176,177,Almeta,Halahan,ROYT,Energy,NYSE,Pacific Coast Oil Trust,61730000.0,99754.65,3,Very Large,Small,1
4395,396,Livvy,Irving,FORD,Consumer Non-Durables,NASDAQ,"Forward Industries, Inc.",9570000.0,99382.92,3,Very Large,Small,2
4433,434,Oberon,Shemming,BCTF,Finance,NASDAQ,"Bancorp 34, Inc.",47360000.0,97804.66,3,Very Large,Small,3
4510,511,Kenton,Bernardy,AMMA,Consumer Services,NASDAQ,"Alliance MMA, Inc.",10910000.0,96568.65,3,Very Large,Small,4
4349,350,Madelle,Castillou,TROV,Health Care,NASDAQ,"TrovaGene, Inc.",29240000.0,96244.27,3,Very Large,Small,5
5000,1,Hadley,Willets,AFMD,Health Care,NASDAQ,Affimed N.V.,87880000.0,99959.38,4,Very Large,Small,1
5244,245,Petronia,Moulin,RTTR,Health Care,NASDAQ,"Ritter Pharmaceuticals, Inc.",9140000.0,98807.33,4,Very Large,Small,2
5236,237,Eldredge,Eymer,ONVI,Miscellaneous,NASDAQ,"Onvia, Inc.",30650000.0,98193.88,4,Very Large,Small,3
5103,104,Aurelea,Mallall,DVCR,Health Care,NASDAQ,Diversicare Healthcare Services Inc.,62000000.0,98059.53,4,Very Large,Small,4
5954,955,Kristan,Bloan,ARLZ,Health Care,NASDAQ,Aralez Pharmaceuticals Inc.,79480000.0,97660.24,4,Very Large,Small,5
6251,252,Robinet,Keilty,DTYL,Finance,NASDAQ,iPath US Treasury 10-year Bull ETN,5270000.0,99565.5,5,Very Large,Small,1
6161,162,Phoebe,Earlam,RADA,Consumer Non-Durables,NASDAQ,RADA Electronic Industries Ltd.,36150000.0,98743.23,5,Very Large,Small,2
6045,46,Filippa,McGillacoell,FLN,,NASDAQ,First Trust Latin America AlphaDEX Fund,35140000.0,97059.76,5,Very Large,Small,3
6169,170,Ciro,Kebbell,TEAR,Health Care,NASDAQ,TearLab Corporation,9010000.0,96069.44,5,Very Large,Small,4
6324,325,Orly,Conner,GFA,Basic Industries,NYSE,Gafisa SA,95340000.0,94675.84,5,Very Large,Small,5
7102,103,Kathrine,Jentges,FCEL,Miscellaneous,NASDAQ,"FuelCell Energy, Inc.",65530000.0,99071.0,6,Very Large,Small,1
7471,472,Ivy,Perks,CASI,Health Care,NASDAQ,"CASI Pharmaceuticals, Inc.",55380000.0,98738.91,6,Very Large,Small,2
7658,659,Giulietta,Hedworth,UBCP,Finance,NASDAQ,"United Bancorp, Inc.",63570000.0,98586.61,6,Very Large,Small,3
7254,255,Reade,Rosewall,TUES,Consumer Services,NASDAQ,Tuesday Morning Corp.,83440000.0,97735.51,6,Very Large,Small,4
7036,37,Clementia,Walduck,LTRX,Technology,NASDAQ,"Lantronix, Inc.",40450000.0,96750.42,6,Very Large,Small,5
8679,680,Niccolo,Perillo,DWAQ,,NASDAQ,PowerShares DWA NASDAQ Momentum Portfolio,35540000.0,99843.63,7,Very Large,Small,1
8584,585,Jena,Mattiazzi,HOTR,Consumer Services,NASDAQ,"Chanticleer Holdings, Inc.",6310000.0,99399.76,7,Very Large,Small,2
8096,97,Hashim,Curran,SGBX,,NASDAQ,"SG Blocks, Inc.",87854.2,99286.05,7,Very Large,Small,3
8589,590,Tiler,Abley,TRIL,Health Care,NASDAQ,Trillium Therapeutics Inc.,49000000.0,99022.19,7,Very Large,Small,4
8123,124,Silvia,Whylie,SKIS,Consumer Services,NASDAQ,"Peak Resorts, Inc.",59430000.0,97259.06,7,Very Large,Small,5
9614,615,Aron,Brotherhood,HFBL,Finance,NASDAQ,"Home Federal Bancorp, Inc. of Louisiana",48460000.0,99258.91,8,Very Large,Small,1
9925,926,Zeb,Millgate,STPP,Finance,NASDAQ,iPath US Treasury Steepener ETN,3250000.0,98186.87,8,Very Large,Small,2
9735,736,Glynnis,Bunch,VBFC,Finance,NASDAQ,Village Bank and Trust Financial Corp.,44250000.0,97956.95,8,Very Large,Small,3
9162,163,Korella,Little,FCEL,Miscellaneous,NASDAQ,"FuelCell Energy, Inc.",65530000.0,96915.59,8,Very Large,Small,4
9272,273,Pate,Rainville,URRE,Basic Industries,NASDAQ,"Uranium Resources, Inc.",34590000.0,96094.6,8,Very Large,Small,5
10075,76,Maddi,Taber,AVNW,Technology,NASDAQ,"Aviat Networks, Inc.",93710000.0,99898.79,9,Very Large,Small,1
10771,772,Christan,Allard,ONCS,Health Care,NASDAQ,OncoSec Medical Incorporated,21800000.0,98784.35,9,Very Large,Small,2
10853,854,Andeee,Hirsthouse,JYNT,Miscellaneous,NASDAQ,The Joint Corp.,48270000.0,97883.17,9,Very Large,Small,3
10003,4,Rogerio,Cran,CTHR,Consumer Durables,NASDAQ,Charles & Colvard Ltd,19680000.0,97881.35,9,Very Large,Small,4
10404,405,Ganny,Kusick,MILN,,NASDAQ,Global X Millennials Thematic ETF,4360000.0,97859.67,9,Very Large,Small,5
755,756,Britni,Saltsberg,SYNL,Basic Industries,NASDAQ,Synalloy Corporation,96770000.0,99576.99,10,Very Large,Small,1
559,560,Gina,Crufts,ALOT,Technology,NASDAQ,"AstroNova, Inc.",90180000.0,99256.95,10,Very Large,Small,2
186,187,Stefania,Moreinis,TLF,Consumer Non-Durables,NASDAQ,"Tandy Leather Factory, Inc.",76520000.0,98740.9,10,Very Large,Small,3
825,826,Nickolas,Penketh,NWY,Consumer Services,NYSE,"New York & Company, Inc.",86050000.0,98710.89,10,Very Large,Small,4
945,946,Johny,Petrosian,IROQ,Finance,NASDAQ,"IF Bancorp, Inc.",77630000.0,98433.17,10,Very Large,Small,5
1244,245,Padraic,Doerling,RELY,Consumer Non-Durables,NASDAQ,"Real Industry, Inc. ",90880000.0,99981.8,11,Very Large,Small,1
1822,823,Gwyneth,Connochie,GALE,Health Care,NASDAQ,"Galena Biopharma, Inc.",20660000.0,99001.84,11,Very Large,Small,2
1593,594,Flory,Wase,LKOR,,NASDAQ,FlexShares Credit-Scored US Long Corporate Bond Index Fund,13340000.0,98672.32,11,Very Large,Small,3
1111,112,Abbye,Siddle,JSYN,Finance,NASDAQ,Jensyn Acquistion Corp.,52880000.0,97741.45,11,Very Large,Small,4
1500,501,Harwilll,Escreet,CHFS,Health Care,NASDAQ,"CHF Solutions, Inc.",5220000.0,97660.22,11,Very Large,Small,5
2352,353,Welbie,Robbey,ORMP,Health Care,NASDAQ,Oramed Pharmaceuticals Inc.,98910000.0,99965.64,12,Very Large,Small,1
2117,118,Rice,Bentote,QAT,,NASDAQ,iShares MSCI Qatar Capped ETF,38960000.0,99349.08,12,Very Large,Small,2
2664,665,Juditha,Bengefield,APEN,Health Care,NASDAQ,"Apollo Endosurgery, Inc.",72330000.0,98709.71,12,Very Large,Small,3
2958,959,Thomasin,Edmed,PTIE,Health Care,NASDAQ,"Pain Therapeutics, Inc.",27030000.0,98696.95,12,Very Large,Small,4
2377,378,Chrissy,Daulby,ARTW,Capital Goods,NASDAQ,"Art's-Way Manufacturing Co., Inc.",12260000.0,98615.62,12,Very Large,Small,5
